strategy,universe,top_n,signal_date,trade_date,action,ticker,security,index_date_added,price,old_weight,new_weight,rank,score,skipped_not_yet_index_before_buy,equity_before_trade
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2020-05-29,2020-06-01,SELL,DXCM,DexCom,,95.625,1.0,0.0,,,,1.1773283546887436
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2020-05-29,2020-06-01,BUY,TSLA,"Tesla, Inc.",,57.20000076293945,0.0,1.0,1,1.4337529042314907,0,1.1773283546887436
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2020-06-30,2020-07-01,SELL,TSLA,"Tesla, Inc.",,72.19999694824219,1.0,0.0,,,,1.4860682252067516
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2020-06-30,2020-07-01,BUY,ZS,Zscaler,,109.3000030517578,0.0,1.0,1,1.365161362514701,0,1.4860682252067516
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2020-07-31,2020-08-03,SELL,ZS,Zscaler,,131.0500030517578,1.0,0.0,,,,1.7817862764033383
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2020-07-31,2020-08-03,BUY,PDD,PDD Holdings,,92.97000122070312,0.0,1.0,1,1.4261781370414242,0,1.7817862764033383
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2020-09-30,2020-10-01,SELL,PDD,PDD Holdings,,74.87999725341797,1.0,0.0,,,,1.435088197606143
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2020-09-30,2020-10-01,BUY,TSLA,"Tesla, Inc.",,146.9199981689453,0.0,1.0,1,4.174017995285337,0,1.435088197606143
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2020-12-31,2021-01-04,SELL,TSLA,"Tesla, Inc.",,239.82000732421875,1.0,0.0,,,,2.3425188289551127
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2020-12-31,2021-01-04,BUY,MSTR,MicroStrategy,,41.632999420166016,0.0,1.0,1,1.7609716637224797,0,2.3425188289551127
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2021-06-30,2021-07-01,SELL,MSTR,MicroStrategy,,65.05899810791016,1.0,0.0,,,,3.660604092505399
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2021-06-30,2021-07-01,BUY,FANG,Diamondback Energy,,78.46908620610809,0.0,1.0,1,0.862541427589512,0,3.660604092505399
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2021-08-31,2021-09-01,SELL,FANG,Diamondback Energy,,62.78097823968585,1.0,0.0,,,,2.928749613217713
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2021-08-31,2021-09-01,BUY,FTNT,Fortinet,,63.507999420166016,0.0,1.0,1,0.6754178500113119,0,2.928749613217713
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2021-10-29,2021-11-01,SELL,FTNT,Fortinet,,67.26799774169922,1.0,0.0,,,,3.102146566836645
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2021-10-29,2021-11-01,BUY,DDOG,Datadog,,167.4600067138672,0.0,1.0,1,0.7631284686528661,0,3.102146566836645
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2021-11-30,2021-12-01,SELL,DDOG,Datadog,,182.8500061035156,1.0,0.0,,,,3.38724170511519
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2021-11-30,2021-12-01,BUY,TSLA,"Tesla, Inc.",,386.8999938964844,0.0,1.0,1,0.840957230808149,0,3.38724170511519
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2022-01-31,2022-02-01,SELL,TSLA,"Tesla, Inc.",,311.7366638183594,1.0,0.0,,,,2.7291999104593803
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2022-01-31,2022-02-01,BUY,DDOG,Datadog,,147.88999938964844,0.0,1.0,1,0.6028845030747563,0,2.7291999104593803
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2022-02-28,2022-03-01,SELL,DDOG,Datadog,,160.24000549316406,1.0,0.0,,,,2.957110084852463
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2022-02-28,2022-03-01,BUY,FANG,Diamondback Energy,,114.13524314726315,0.0,1.0,1,0.6855610904233194,0,2.957110084852463
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2022-04-29,2022-05-02,SELL,FANG,Diamondback Energy,,101.77687796798406,1.0,0.0,,,,2.636919359391938
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2022-04-29,2022-05-02,BUY,BKR,Baker Hughes,,27.896569016950824,0.0,1.0,1,0.49304865275139753,0,2.636919359391938
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2022-05-31,2022-06-01,SELL,BKR,Baker Hughes,,33.31261737313318,1.0,0.0,,,,3.1488705872702534
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2022-05-31,2022-06-01,BUY,VRTX,Vertex Pharmaceuticals,,275.3299865722656,0.0,1.0,1,0.4371679572012275,0,3.1488705872702534
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2022-06-30,2022-07-01,SELL,VRTX,Vertex Pharmaceuticals,,280.1700134277344,1.0,0.0,,,,3.2042245950066524
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2022-06-30,2022-07-01,BUY,BKR,Baker Hughes,,26.54613770617282,0.0,1.0,1,0.4999588441914331,0,3.2042245950066524
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2022-07-29,2022-08-01,SELL,BKR,Baker Hughes,,23.263206103683373,1.0,0.0,,,,2.8079616696480154
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2022-07-29,2022-08-01,BUY,TMUS,T-Mobile US,,137.49199170874357,0.0,1.0,1,0.2672827696615574,0,2.8079616696480154
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2022-08-31,2022-09-01,SELL,TMUS,T-Mobile US,,137.9631716128819,1.0,0.0,,,,2.8175844490832826
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2022-08-31,2022-09-01,BUY,CEG,Constellation Energy,,79.25524266217225,0.0,1.0,1,0.3344562993329263,0,2.8175844490832826
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2022-09-30,2022-10-03,SELL,CEG,Constellation Energy,,82.59678766722348,1.0,0.0,,,,2.936378927857089
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2022-09-30,2022-10-03,BUY,PDD,PDD Holdings,,62.40999984741211,0.0,1.0,1,0.777611617222383,0,2.936378927857089
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2022-10-31,2022-11-01,SELL,PDD,PDD Holdings,,59.630001068115234,1.0,0.0,,,,2.805580500442348
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2022-10-31,2022-11-01,BUY,ALNY,Alnylam Pharmaceuticals,,209.4600067138672,0.0,1.0,1,0.43948219539128597,0,2.805580500442348
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2022-11-30,2022-12-01,SELL,ALNY,Alnylam Pharmaceuticals,,220.3500061035156,1.0,0.0,,,,2.9514449564631255
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2022-11-30,2022-12-01,BUY,DXCM,DexCom,,116.38999938964844,0.0,1.0,1,0.7020256640086218,0,2.9514449564631255
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2022-12-30,2023-01-03,SELL,DXCM,DexCom,,114.3000030517578,1.0,0.0,,,,2.898446338172538
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2022-12-30,2023-01-03,BUY,AXON,Axon Enterprise,,167.8800048828125,0.0,1.0,1,0.9739353443411671,0,2.898446338172538
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2023-01-31,2023-02-01,SELL,AXON,Axon Enterprise,,197.16000366210935,1.0,0.0,,,,3.4039651776721547
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2023-01-31,2023-02-01,BUY,PDD,PDD Holdings,,102.30999755859376,0.0,1.0,1,0.728035354061749,0,3.4039651776721547
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2023-03-31,2023-04-03,SELL,PDD,PDD Holdings,,74.06999969482422,1.0,0.0,,,,2.4643896558297844
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2023-03-31,2023-04-03,BUY,AXON,Axon Enterprise,,223.97999572753903,0.0,1.0,1,0.9123159649218946,0,2.4643896558297844
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2023-04-28,2023-05-01,SELL,AXON,Axon Enterprise,,211.3300018310547,1.0,0.0,,,,2.3252052880314733
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2023-04-28,2023-05-01,BUY,NVDA,Nvidia,,27.815378452063836,0.0,1.0,1,1.093322441343867,0,2.3252052880314733
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2023-05-31,2023-06-01,SELL,NVDA,Nvidia,,38.45495609590561,1.0,0.0,,,,3.2146126438406735
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2023-05-31,2023-06-01,BUY,META,Meta Platforms,,263.8295904214734,0.0,1.0,1,1.2355208296885665,0,3.2146126438406735
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2023-06-30,2023-07-03,SELL,META,Meta Platforms,,284.4676359393377,1.0,0.0,,,,3.4660754231290056
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2023-06-30,2023-07-03,BUY,NVDA,Nvidia,,42.4837864062488,0.0,1.0,1,1.6959552380209386,0,3.4660754231290056
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2023-07-31,2023-08-01,SELL,NVDA,Nvidia,,46.42370462471362,1.0,0.0,,,,3.787516962627719
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2023-07-31,2023-08-01,BUY,APP,AppLovin,,31.13999938964844,0.0,1.0,1,1.030976916991401,0,3.787516962627719
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2023-08-31,2023-09-01,SELL,APP,AppLovin,,43.4900016784668,1.0,0.0,,,,5.289631415877835
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2023-08-31,2023-09-01,BUY,PLTR,Palantir Technologies,,15.15999984741211,0.0,1.0,1,1.3801756352239911,0,5.289631415877835
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2023-09-29,2023-10-02,SELL,PLTR,Palantir Technologies,,16.030000686645508,1.0,0.0,,,,5.593192353698995
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2023-09-29,2023-10-02,BUY,APP,AppLovin,,40.150001525878906,0.0,1.0,1,1.8653333028157553,0,5.593192353698995
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2023-11-30,2023-12-01,SELL,APP,AppLovin,,37.650001525878906,1.0,0.0,,,,5.244923851760466
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2023-11-30,2023-12-01,BUY,PDD,PDD Holdings,,143.32000732421875,0.0,1.0,1,0.4679404189420133,0,5.244923851760466
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2024-02-29,2024-03-01,SELL,PDD,PDD Holdings,,126.9000015258789,1.0,0.0,,,,4.644019053709952
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2024-02-29,2024-03-01,BUY,CRWD,CrowdStrike,,319.25,0.0,1.0,1,1.0541923133770488,0,4.644019053709952
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2024-03-28,2024-04-01,SELL,CRWD,CrowdStrike,,321.0,1.0,0.0,,,,4.669475696917445
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2024-03-28,2024-04-01,BUY,MSTR,MicroStrategy,,164.50100708007812,0.0,1.0,1,2.0508823307953987,0,4.669475696917445
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2024-08-30,2024-09-03,SELL,MSTR,MicroStrategy,,132.0,1.0,0.0,,,,3.7469119668857536
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2024-08-30,2024-09-03,BUY,INSM,Insmed Incorporated,,77.55000305175781,0.0,1.0,1,1.6846045354521806,0,3.7469119668857536
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2024-11-29,2024-12-02,SELL,INSM,Insmed Incorporated,,75.0199966430664,1.0,0.0,,,,3.6246719808641332
Nasdaq-100 Top1 current constituents,Nasdaq-100,1,2024-11-29,2024-12-02,BUY,APP,AppLovin,,335.7850036621094,0.0,1.0,1,1.1066517774250646,0,3.6246719808641332
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2019-12-31,2020-01-02,BUY,PDD,PDD Holdings,,38.5,0.0,0.5,1,0.770064091986985,0,1.0
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2019-12-31,2020-01-02,BUY,ALNY,Alnylam Pharmaceuticals,,115.56999969482422,0.0,0.5,2,0.6053172184463846,0,1.0
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-01-31,2020-02-03,SELL,ALNY,Alnylam Pharmaceuticals,,115.91999816894533,0.5,0.0,,,,0.9589649780174675
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-01-31,2020-02-03,BUY,TSLA,"Tesla, Inc.",,44.91266632080078,0.0,0.5,1,0.7888817113529452,0,0.9589649780174675
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-02-28,2020-03-02,SELL,PDD,PDD Holdings,,37.0,0.5,0.0,,,,1.0335097712266768
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-02-28,2020-03-02,BUY,AAPL,Apple Inc.,,68.14337454443714,0.0,0.5,2,0.5828039268401015,0,1.0335097712266768
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-03-31,2020-04-01,SELL,AAPL,Apple Inc.,,59.50596558883749,0.5,0.0,,,,0.8240970167344317
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-03-31,2020-04-01,BUY,DXCM,DexCom,,63.87749862670898,0.0,0.5,2,0.9145671433214735,0,0.8240970167344317
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-05-29,2020-06-01,SELL,DXCM,DexCom,,95.625,0.5,0.0,,,,1.3358679388997847
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-05-29,2020-06-01,BUY,SHOP,Shopify,,75.47200012207031,0.0,0.5,2,0.9036557166165193,0,1.3358679388997847
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-06-30,2020-07-01,SELL,SHOP,Shopify,,94.8010025024414,0.5,0.0,,,,1.6893949254725897
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-06-30,2020-07-01,BUY,ZS,Zscaler,,109.3000030517578,0.0,0.5,1,1.365161362514701,0,1.6893949254725897
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-07-31,2020-08-03,SELL,TSLA,"Tesla, Inc.",,96.61333465576172,0.5,0.0,,,,2.1617627084291122
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-07-31,2020-08-03,SELL,ZS,Zscaler,,131.0500030517578,0.5,0.0,,,,2.1617627084291122
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-07-31,2020-08-03,BUY,PDD,PDD Holdings,,92.97000122070312,0.0,0.5,1,1.4261781370414242,0,2.1617627084291122
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-07-31,2020-08-03,BUY,SHOP,Shopify,,103.1999969482422,0.0,0.5,2,1.1832237541121908,0,2.1617627084291122
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-08-31,2020-09-01,SELL,SHOP,Shopify,,107.5,0.5,0.0,,,,2.170991069942475
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-08-31,2020-09-01,BUY,ZS,Zscaler,,147.60000610351562,0.0,0.5,2,1.5297097500775125,0,2.170991069942475
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-09-30,2020-10-01,SELL,PDD,PDD Holdings,,74.87999725341797,0.5,0.0,,,,1.9553912767439963
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-09-30,2020-10-01,SELL,ZS,Zscaler,,142.1999969482422,0.5,0.0,,,,1.9553912767439963
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-09-30,2020-10-01,BUY,TSLA,"Tesla, Inc.",,146.9199981689453,0.0,0.5,1,4.174017995285337,0,1.9553912767439963
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-09-30,2020-10-01,BUY,SHOP,Shopify,,103.06300354003906,0.0,0.5,2,1.772298357390345,0,1.9553912767439963
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-10-30,2020-11-02,SELL,SHOP,Shopify,,93.45700073242188,0.5,0.0,,,,1.7648202465888576
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-10-30,2020-11-02,BUY,DDOG,Datadog,,91.77999877929688,0.0,0.5,2,1.2585642155940624,0,1.7648202465888576
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-11-30,2020-12-01,SELL,DDOG,Datadog,,98.5999984741211,0.5,0.0,,,,2.2668481984142157
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-11-30,2020-12-01,BUY,QCOM,Qualcomm,,132.17528894175868,0.0,0.5,2,0.5136606004637174,0,2.2668481984142157
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-12-31,2021-01-04,SELL,QCOM,Qualcomm,,136.51062668871091,0.5,0.0,,,,2.5429206509466917
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2020-12-31,2021-01-04,BUY,MSTR,MicroStrategy,,41.632999420166016,0.0,0.5,1,1.7609716637224797,0,2.5429206509466917
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2021-03-31,2021-04-01,SELL,TSLA,"Tesla, Inc.",,229.4566650390625,0.5,0.0,,,,3.3767866594074865
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2021-03-31,2021-04-01,BUY,WBD,Warner Bros. Discovery,,43.97999954223633,0.0,0.5,2,1.7236782380904274,0,3.3767866594074865
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2021-04-30,2021-05-03,SELL,WBD,Warner Bros. Discovery,,37.36000061035156,0.5,0.0,,,,3.1370332355909256
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2021-04-30,2021-05-03,BUY,FANG,Diamondback Energy,,67.19346108517327,0.0,0.5,2,2.039501753061315,0,3.1370332355909256
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2021-06-30,2021-07-01,SELL,MSTR,MicroStrategy,,65.05899810791016,0.5,0.0,,,,3.396787743452232
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2021-06-30,2021-07-01,BUY,AMAT,Applied Materials,,136.02390386035498,0.0,0.5,2,0.6460716822190078,0,3.396787743452232
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2021-07-30,2021-08-02,SELL,AMAT,Applied Materials,,135.39034163190564,0.5,0.0,,,,3.040044704260391
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2021-07-30,2021-08-02,BUY,FTNT,Fortinet,,54.854000091552734,0.0,0.5,2,0.6455267437942651,0,3.040044704260391
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2021-08-31,2021-09-01,SELL,FANG,Diamondback Energy,,62.78097823968585,0.5,0.0,,,,3.283576819815606
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2021-08-31,2021-09-01,BUY,NVDA,Nvidia,,22.43756357362474,0.0,0.5,2,0.5432827018426578,0,3.283576819815606
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2021-10-29,2021-11-01,SELL,FTNT,Fortinet,,67.26799774169922,0.5,0.0,,,,3.616000492752117
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2021-10-29,2021-11-01,SELL,NVDA,Nvidia,,25.59488846504044,0.5,0.0,,,,3.616000492752117
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2021-10-29,2021-11-01,BUY,DDOG,Datadog,,167.4600067138672,0.0,0.5,1,0.7631284686528661,0,3.616000492752117
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2021-10-29,2021-11-01,BUY,DASH,DoorDash,,195.00999450683597,0.0,0.5,2,0.46636288130949866,0,3.616000492752117
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2021-11-30,2021-12-01,SELL,DASH,DoorDash,,183.0,0.5,0.0,,,,3.697649489941788
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2021-11-30,2021-12-01,BUY,TSLA,"Tesla, Inc.",,386.8999938964844,0.0,0.5,1,0.840957230808149,0,3.697649489941788
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2021-12-31,2022-01-03,SELL,DDOG,Datadog,,178.75,0.5,0.0,,,,3.6512159627737195
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2021-12-31,2022-01-03,BUY,AMD,Advanced Micro Devices,,145.13999938964844,0.0,0.5,2,0.5745512715469978,0,3.6512159627737195
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-01-31,2022-02-01,SELL,AMD,Advanced Micro Devices,,116.75,0.5,0.0,,,,2.9600735922807484
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-01-31,2022-02-01,BUY,DDOG,Datadog,,147.88999938964844,0.0,0.5,1,0.6028845030747563,0,2.9600735922807484
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-02-28,2022-03-01,SELL,DDOG,Datadog,,160.24000549316406,0.5,0.0,,,,2.986095068774232
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-02-28,2022-03-01,SELL,TSLA,"Tesla, Inc.",,289.8933410644531,0.5,0.0,,,,2.986095068774232
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-02-28,2022-03-01,BUY,FANG,Diamondback Energy,,114.13524314726315,0.0,0.5,1,0.6855610904233194,0,2.986095068774232
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-02-28,2022-03-01,BUY,STX,Seagate Technology,,89.9429962178508,0.0,0.5,2,0.21915081171429507,0,2.986095068774232
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-03-31,2022-04-01,SELL,STX,Seagate Technology,,79.76456497348579,0.5,0.0,,,,2.8041455655115763
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-03-31,2022-04-01,BUY,QCOM,Qualcomm,,138.63044940793944,0.0,0.5,2,0.322674315264714,0,2.8041455655115763
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-04-29,2022-05-02,SELL,FANG,Diamondback Energy,,101.77687796798406,0.5,0.0,,,,2.5739524296835277
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-04-29,2022-05-02,SELL,QCOM,Qualcomm,,128.28382000342376,0.5,0.0,,,,2.5739524296835277
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-04-29,2022-05-02,BUY,BKR,Baker Hughes,,27.896569016950824,0.0,0.5,1,0.49304865275139753,0,2.5739524296835277
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-04-29,2022-05-02,BUY,VRTX,Vertex Pharmaceuticals,,264.1499938964844,0.0,0.5,2,0.40945048908610926,0,2.5739524296835277
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-06-30,2022-07-01,SELL,VRTX,Vertex Pharmaceuticals,,280.1700134277344,0.5,0.0,,,,2.5981141336568347
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-06-30,2022-07-01,BUY,FANG,Diamondback Energy,,102.40960986089408,0.0,0.5,2,0.4383534667361284,0,2.5981141336568347
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-07-29,2022-08-01,SELL,BKR,Baker Hughes,,23.263206103683373,0.5,0.0,,,,2.475639555305299
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-07-29,2022-08-01,SELL,FANG,Diamondback Energy,,105.75490748125652,0.5,0.0,,,,2.475639555305299
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-07-29,2022-08-01,BUY,TMUS,T-Mobile US,,137.49199170874357,0.0,0.5,1,0.2672827696615574,0,2.475639555305299
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-07-29,2022-08-01,BUY,CEG,Constellation Energy,,64.0451825840418,0.0,0.5,2,0.25961135473316355,0,2.475639555305299
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-08-31,2022-09-01,SELL,TMUS,T-Mobile US,,137.9631716128819,0.5,0.0,,,,2.765397410125964
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-08-31,2022-09-01,BUY,CSGP,CoStar Group,,69.04000091552734,0.0,0.5,2,0.18871393859180685,0,2.765397410125964
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-09-30,2022-10-03,SELL,CSGP,CoStar Group,,70.16000366210938,0.5,0.0,,,,2.850843695689066
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-09-30,2022-10-03,BUY,PDD,PDD Holdings,,62.40999984741211,0.0,0.5,1,0.777611617222383,0,2.850843695689066
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-10-31,2022-11-01,SELL,PDD,PDD Holdings,,59.630001068115234,0.5,0.0,,,,2.973425626303269
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-10-31,2022-11-01,BUY,ALNY,Alnylam Pharmaceuticals,,209.4600067138672,0.0,0.5,1,0.43948219539128597,0,2.973425626303269
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-11-30,2022-12-01,SELL,CEG,Constellation Energy,,94.36841939492692,0.5,0.0,,,,3.0870500270589547
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-11-30,2022-12-01,BUY,DXCM,DexCom,,116.38999938964844,0.0,0.5,1,0.7020256640086218,0,3.0870500270589547
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-12-30,2023-01-03,SELL,ALNY,Alnylam Pharmaceuticals,,238.0,0.5,0.0,,,,3.1832606988981715
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-12-30,2023-01-03,SELL,DXCM,DexCom,,114.3000030517578,0.5,0.0,,,,3.1832606988981715
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-12-30,2023-01-03,BUY,AXON,Axon Enterprise,,167.8800048828125,0.0,0.5,1,0.9739353443411671,0,3.1832606988981715
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2022-12-30,2023-01-03,BUY,NFLX,"Netflix, Inc.",,29.80599975585937,0.0,0.5,2,0.6978604096448346,0,3.1832606988981715
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2023-01-31,2023-02-01,SELL,AXON,Axon Enterprise,,197.16000366210935,0.5,0.0,,,,3.763521642150749
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2023-01-31,2023-02-01,SELL,NFLX,"Netflix, Inc.",,35.38600158691406,0.5,0.0,,,,3.763521642150749
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2023-01-31,2023-02-01,BUY,PDD,PDD Holdings,,102.30999755859376,0.0,0.5,1,0.728035354061749,0,3.763521642150749
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2023-01-31,2023-02-01,BUY,ALNY,Alnylam Pharmaceuticals,,228.1499938964844,0.0,0.5,2,0.700964689122473,0,3.763521642150749
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2023-02-28,2023-03-01,SELL,ALNY,Alnylam Pharmaceuticals,,191.4499969482422,0.5,0.0,,,,3.296460518537509
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2023-02-28,2023-03-01,BUY,NFLX,"Netflix, Inc.",,32.154998779296875,0.0,0.5,2,0.615773965168505,0,3.296460518537509
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2023-03-31,2023-04-03,SELL,NFLX,"Netflix, Inc.",,34.18299865722656,0.5,0.0,,,,3.0551723719659907
Nasdaq-100 Top2 current constituents,Nasdaq-100,2,2023-03-31,2023-04-03,SELL,PDD,PDD Holdings,,74.06999969482422,0.5,0.0,,,,3.0551723719659907
